added,anonymous,count,deleted,delta,geo,language,namespace,newPage,page,robot,time,unpatrolled,user
0,0,1,-315,-315,no_geo,en,article,0,Dihydrocodeine,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-251,-251,no_geo,en,article,0,Dilleniidae,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-316,-316,no_geo,en,article,0,"Dimataling,_Zamboanga_del_Sur",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-225,-225,no_geo,en,article,0,Diphtheria_toxin,1,2013-02-26T00:00:00.000Z,0,Addbot
53,1,1,0,53,known,it,article,0,Dipolo_elettrico,0,2013-02-26T00:00:00.000Z,1,213.156.35.246
0,0,1,-145,-145,no_geo,en,article,0,Direct2D,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-32,-32,no_geo,en,article,0,Direct_product_of_groups,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-22,-22,no_geo,en,article,0,Dirk_Ballendorf,1,2013-02-26T00:00:00.000Z,0,JL-Bot
0,0,1,-221,-221,no_geo,en,article,0,Dirty_Diamonds,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-394,-394,no_geo,en,article,0,Disclaimer,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-265,-265,no_geo,en,article,0,Disco_Ensemble,1,2013-02-26T00:00:00.000Z,0,Addbot
138,0,1,0,138,no_geo,pt,wikipedia,0,Discussão:José_Almeida_Eusébio,0,2013-02-26T00:00:00.000Z,1,Leosls
230,0,1,0,230,no_geo,it,wikipedia,0,Discussioni_progetto:Teatro,0,2013-02-26T00:00:00.000Z,0,Borgil
163,0,1,0,163,no_geo,fr,wikipedia,0,Discussion_utilisateur:Victorine_Glorieux,0,2013-02-26T00:00:00.000Z,0,Noelbabar
526,0,1,0,526,no_geo,sv,wikipedia,1,Diskussion:Acrobrycon_tarijae,1,2013-02-26T00:00:00.000Z,0,Lsjbot
620,0,1,0,620,no_geo,sv,wikipedia,1,Diskussion:Bryconamericus_cinarucoense,1,2013-02-26T00:00:00.000Z,0,Lsjbot
457,0,1,0,457,no_geo,sv,wikipedia,1,Diskussion:Bryconamericus_ichoensis,1,2013-02-26T00:00:00.000Z,0,Lsjbot
443,0,1,0,443,no_geo,sv,wikipedia,1,Diskussion:Bryconamericus_pectinatus,1,2013-02-26T00:00:00.000Z,0,Lsjbot
451,0,1,0,451,no_geo,sv,wikipedia,1,Diskussion:Bryconamericus_zeteki,1,2013-02-26T00:00:00.000Z,0,Lsjbot
578,0,1,0,578,no_geo,sv,wikipedia,1,Diskussion:Creagrutus_taphorni,1,2013-02-26T00:00:00.000Z,0,Lsjbot
17,1,1,0,17,known,de,wikipedia,0,Diskussion:Jürgen_Elsässer,0,2013-02-26T00:00:00.000Z,0,89.12.116.130
446,0,1,0,446,no_geo,sv,wikipedia,1,Diskussion:Knodus_shinahota,1,2013-02-26T00:00:00.000Z,0,Lsjbot
524,0,1,0,524,no_geo,sv,wikipedia,1,Diskussion:Odontostilbe_parecis,1,2013-02-26T00:00:00.000Z,0,Lsjbot
579,0,1,0,579,no_geo,de,wikipedia,0,Diskussion:Rituelle_Gewalt,0,2013-02-26T00:00:00.000Z,0,Lakra
467,0,1,0,467,no_geo,sv,wikipedia,1,Diskussion:Saccoderma_robusta,1,2013-02-26T00:00:00.000Z,0,Lsjbot
471,0,1,0,471,no_geo,sv,wikipedia,1,Diskussion:Serrasalmus_nalseni,1,2013-02-26T00:00:00.000Z,0,Lsjbot
27,0,1,0,27,no_geo,ro,article,0,Districtul_Famagusta,1,2013-02-26T00:00:00.000Z,0,ZéroBot
0,0,1,-368,-368,no_geo,en,article,0,División_de_Honor_de_Rugby,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-253,-253,no_geo,en,article,0,"Dixon,_Iowa",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-166,-166,no_geo,en,article,0,Djamel_Menad,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-562,-562,no_geo,en,article,0,Djibouti_at_the_1988_Summer_Olympics,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-159,-159,no_geo,en,article,0,DJ_Qbert,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-294,-294,no_geo,en,article,0,Dlouhá_Lhota_(Tábor_District),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-354,-354,no_geo,en,article,0,Dmitri_Bulykin,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-329,-329,no_geo,en,article,0,Dmitry_Kozak,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-246,-246,no_geo,en,article,0,Dmytro_Grabovskyy,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-175,-175,no_geo,en,article,0,Dohrn's_Thrush-Babbler,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-221,-221,no_geo,en,article,0,"Dolan_Springs,_Arizona",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-284,-284,no_geo,en,article,0,"Dolliver,_Iowa",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-189,-189,no_geo,en,article,0,Dolné_Saliby,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-181,-181,no_geo,en,article,0,Dolní_Rychnov,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-252,-252,no_geo,en,article,0,"Dolores,_Colorado",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-245,-245,no_geo,en,article,0,Dol_pri_Ljubljani,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-190,-190,no_geo,en,article,0,Dombegyház,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-436,-436,no_geo,en,article,0,Dom_Juan,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-415,-415,no_geo,en,article,0,Donald_Duck_filmography,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-145,-145,no_geo,en,article,0,Donatia,1,2013-02-26T00:00:00.000Z,0,Addbot
11,0,1,0,11,no_geo,en,article,0,Donetsk_Oblast,0,2013-02-26T00:00:00.000Z,0,DDima
0,0,1,-204,-204,no_geo,en,article,0,Dongling_District,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-165,-165,no_geo,en,article,0,Dong_Yun,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-230,-230,no_geo,en,article,0,Donkey_Konga,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-352,-352,no_geo,en,article,0,"Donnelly,_Minnesota",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-238,-238,no_geo,en,article,0,Dörth,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-151,-151,no_geo,en,article,0,Douentza,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-412,-412,no_geo,en,article,0,Douglas_C-124_Globemaster_II,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-206,-206,no_geo,en,article,0,Doug_Collins_(basketball),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-148,-148,no_geo,en,article,0,Doux,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-237,-237,no_geo,en,article,0,"Dove_Creek,_Colorado",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-324,-324,no_geo,en,article,0,Download_to_Donate,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-236,-236,no_geo,en,article,0,Down_in_the_Valley_(film),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-24,-24,no_geo,en,article,0,Dragonriders_of_Pern,0,2013-02-26T00:00:00.000Z,0,Andrewman327
0,0,1,-246,-246,no_geo,en,article,0,Drávapalkonya,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-225,-225,no_geo,en,article,0,Dražice_(Tábor_District),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-280,-280,no_geo,en,article,0,Dream_Evil,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-295,-295,no_geo,en,article,0,Drentse_Patrijshond,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-314,-314,no_geo,en,article,0,Drewitz,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-322,-322,no_geo,en,article,0,Dries_Mertens,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-313,-313,no_geo,en,article,0,Drive-in_theater,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-233,-233,no_geo,en,article,0,Drøbak,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-328,-328,no_geo,en,article,0,"Dubois,_Wyoming",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-219,-219,no_geo,en,article,0,Dubysa,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-440,-440,no_geo,en,article,0,Duchess_Maria_Antonia_of_Bavaria,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-326,-326,no_geo,en,article,0,Duchy_of_Holstein,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-448,-448,no_geo,en,article,0,Duckworth–Lewis_method,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-155,-155,no_geo,en,article,0,Duel_(disambiguation),1,2013-02-26T00:00:00.000Z,0,Addbot
14,0,1,0,14,no_geo,tr,article,0,Düğüm,1,2013-02-26T00:00:00.000Z,0,ZéroBot
0,0,1,-553,-553,no_geo,en,article,0,Duke_Louis_of_Württemberg,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-288,-288,no_geo,en,article,0,Dunnart,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,2,-195,-195,no_geo,es,article,0,Dúo_Dinámico,1,2013-02-26T00:00:00.000Z,0,CommonsDelinker
0,0,1,-475,-475,no_geo,en,article,0,Duraisamy_Simon_Lourdusamy,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-178,-178,no_geo,en,article,0,Durdle_Door,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-349,-349,no_geo,en,article,0,Dušan_Ivković,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-406,-406,no_geo,en,article,0,Dusky_leaf_monkey,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-327,-327,no_geo,en,article,0,Dustin_Milligan,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-215,-215,no_geo,en,article,0,Dutch_Revolt,1,2013-02-26T00:00:00.000Z,0,Addbot
144,0,2,-87,57,no_geo,sk,article,0,Dva_dni_v_Chujave,0,2013-02-26T00:00:00.000Z,0,Rudko
0,0,1,-202,-202,no_geo,en,article,0,E-carrier,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-131,-131,no_geo,en,article,0,E1,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-573,-573,no_geo,en,article,0,EAFF_East_Asian_Cup,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-188,-188,no_geo,en,article,0,Ealdorman,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-272,-272,no_geo,en,article,0,Earls_Court,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-304,-304,no_geo,en,article,0,Earl_of_Northumberland,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-364,-364,no_geo,en,article,0,Earth_Girls_Are_Easy,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-283,-283,no_geo,en,article,0,Eastern_spadefoot_toad,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-313,-313,no_geo,en,article,0,"Easton,_New_Hampshire",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-167,-167,no_geo,en,article,0,"Eaton,_Colorado",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-160,-160,no_geo,en,article,0,Ebeltoft,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-267,-267,no_geo,en,article,0,"Eberhard_IV,_Count_of_Württemberg",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-148,-148,no_geo,en,article,0,Ebola_(disambiguation),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-355,-355,no_geo,en,article,0,Eccentric_anomaly,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-191,-191,no_geo,en,article,0,Echichens,1,2013-02-26T00:00:00.000Z,0,Addbot
0,1,2,-36,-36,known,en,article,0,Economy_of_New_Zealand,0,2013-02-26T00:00:00.000Z,0,170.188.255.130
0,0,1,-299,-299,no_geo,en,article,0,ECW_December_to_Dismember,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-181,-181,no_geo,en,article,0,Eddie_Clarke,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-335,-335,no_geo,en,article,0,Eddie_Rickenbacker,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-237,-237,no_geo,en,article,0,Edelstauden,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-243,-243,no_geo,en,article,0,Ederlezi_(song),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-203,-203,no_geo,en,article,0,Edgar_G._Ulmer,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-503,-503,no_geo,en,article,0,Eduardo_Gomes_International_Airport,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-329,-329,no_geo,en,article,0,Educational_entertainment,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-196,-196,no_geo,en,article,0,Edward_Bach,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-307,-307,no_geo,en,article,0,Edward_Egan,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-333,-333,no_geo,en,article,0,Edward_Lasker,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-482,-482,no_geo,en,article,0,Edward_Turner_Bennett,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-351,-351,no_geo,en,article,0,Edwin_Foster_Coddington,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-191,-191,no_geo,en,article,0,Ed_Brubaker,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-144,-144,no_geo,en,article,0,EEE,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-438,-438,no_geo,en,article,0,Eesti_Rahvusringhääling,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-418,-418,no_geo,en,article,0,Efficient_energy_use,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-389,-389,no_geo,en,article,0,Efstathios_Chorafas,1,2013-02-26T00:00:00.000Z,0,Addbot
20,0,1,0,20,no_geo,pl,article,0,Egerius,1,2013-02-26T00:00:00.000Z,0,EmausBot
0,0,1,-242,-242,no_geo,en,article,0,EiffelTowers,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-171,-171,no_geo,en,article,0,Eiji_Oue,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-226,-226,no_geo,en,article,0,Einhorn,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-172,-172,no_geo,en,article,0,Eirik_Bakke,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-278,-278,no_geo,en,article,0,Eizo_Kenmotsu,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-374,-374,no_geo,en,article,0,Ekaterina_Svanidze,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-270,-270,no_geo,en,article,0,El-Hazard,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-213,-213,no_geo,en,article,0,Elampillai,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-166,-166,no_geo,en,article,0,"Elberton,_Georgia",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-255,-255,no_geo,en,article,0,Elder_Futhark,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-392,-392,no_geo,en,article,0,Eleanor_de'_Medici,1,2013-02-26T00:00:00.000Z,0,Addbot
1299,1,7,0,1299,known,es,article,0,Elecciones_estatales_de_Puebla_de_2013,0,2013-02-26T00:00:00.000Z,0,189.131.224.241
0,0,1,-335,-335,no_geo,en,article,0,Electrical_resonance,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-261,-261,no_geo,en,article,0,Electro-optic_effect,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-234,-234,no_geo,en,article,0,Electronic_literature,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-271,-271,no_geo,en,article,0,Eleftherotypia,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-227,-227,no_geo,en,article,0,Elemér_Kocsis,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-264,-264,no_geo,en,article,0,"Elend,_Saxony-Anhalt",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-449,-449,no_geo,en,article,0,Eleutherius_of_Byzantium,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-265,-265,no_geo,en,article,0,"Elgin,_Nebraska",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-183,-183,no_geo,en,article,0,Elias_Katz,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-247,-247,no_geo,en,article,0,Elimination,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-389,-389,no_geo,en,article,0,Elisabeth_Harnois,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-253,-253,no_geo,en,article,0,Elisa_Radziwill,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-205,-205,no_geo,en,article,0,Elive,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-328,-328,no_geo,en,article,0,"Elizabeth_City,_North_Carolina",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-360,-360,no_geo,en,article,0,Elizabeth_Roemer,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-148,-148,no_geo,en,article,0,Elkhorn,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-204,-204,no_geo,en,article,0,"Elk_Creek,_Nebraska",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-170,-170,no_geo,en,article,0,Ellenberg,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-169,-169,no_geo,en,article,0,Ellen_Saint,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-412,-412,no_geo,en,article,0,Elliot_Goldenthal,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-151,-151,no_geo,en,article,0,Ellobiidae,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-138,-138,no_geo,en,article,0,Elmenhorst,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-232,-232,no_geo,en,article,0,"Elmwood,_Illinois",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-350,-350,no_geo,en,article,0,Elongated_triangular_cupola,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-126,-126,no_geo,en,article,0,Elsa_(given_name),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-376,-376,no_geo,en,article,0,Els_Plans_de_Sió,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-247,-247,no_geo,en,article,0,Elvis_Is_Back!,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-232,-232,no_geo,en,article,0,El_Caracol,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-346,-346,no_geo,en,article,0,El_Cuerpo_del_Deseo,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-150,-150,no_geo,en,article,0,El_Guacamayo,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-321,-321,no_geo,en,article,0,El_Paso_County,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-345,-345,no_geo,en,article,0,"El_Salvador,_Misamis_Oriental",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-138,-138,no_geo,en,article,0,El_Zulia,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-327,-327,no_geo,en,article,0,Emergency,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-221,-221,no_geo,en,article,0,Emerson_College,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-356,-356,no_geo,en,article,0,Emiliano_Armenteros,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-218,-218,no_geo,en,article,0,Emilio_Recoba,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-300,-300,no_geo,en,article,0,Emily_Seebohm,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-310,-310,no_geo,en,article,0,Emil_Voigt_(athlete),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-221,-221,no_geo,en,article,0,Emirp,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-353,-353,no_geo,en,wikipedia,0,Emperor:_Rise_of_the_Middle_Kingdom,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-215,-215,no_geo,en,article,0,Emperor_Ningzong_of_Song,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-341,-341,no_geo,en,article,0,Emperor_Zhezong_of_Song,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-179,-179,no_geo,en,article,0,Employee_benefit,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-366,-366,no_geo,en,article,0,Emraan_Hashmi,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-177,-177,no_geo,en,article,0,Encantado,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-319,-319,no_geo,en,article,0,Encrypting_File_System,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-111,-111,no_geo,en,article,0,ENG,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-380,-380,no_geo,en,article,0,Engineering_tolerance,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-283,-283,no_geo,en,article,0,Englishman_in_New_York,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-203,-203,no_geo,en,article,0,Englund_Gambit,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-224,-224,no_geo,en,article,0,Enkianthus,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-128,-128,no_geo,en,article,0,Eno,1,2013-02-26T00:00:00.000Z,0,Addbot
48,0,1,0,48,no_geo,es,article,0,Enrique_de_Castilla_el_Senador,0,2013-02-26T00:00:00.000Z,0,Romerin
0,0,1,-59,-59,no_geo,es,article,0,Entrevista_de_trabajo,0,2013-02-26T00:00:00.000Z,0,PatruBOT
0,0,1,-397,-397,no_geo,en,article,0,Environmental_design,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-212,-212,no_geo,en,article,0,Enzo_Pérez,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-162,-162,no_geo,en,article,0,Eonycteris,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-276,-276,no_geo,en,article,0,EPDM_rubber,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-150,-150,no_geo,en,article,0,Epiclesis,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-223,-223,no_geo,en,article,0,Epiglottitis,1,2013-02-26T00:00:00.000Z,0,Addbot
4687,0,1,0,4687,no_geo,fr,article,0,Épisodes_d'A_Gifted_Man,0,2013-02-26T00:00:00.000Z,0,InMontreal
0,0,1,-781,-781,no_geo,en,article,0,Equatorial_Guinea_women's_national_football_team,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-717,-717,no_geo,en,article,0,Equestrian_at_the_1992_Summer_Olympics,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-287,-287,no_geo,en,article,0,Erämaan_viimeinen,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-314,-314,no_geo,en,article,0,Erbil_SC,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-315,-315,no_geo,en,article,0,Erdős–Borwein_constant,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-326,-326,no_geo,en,article,0,Eremophila_(bird),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-323,-323,no_geo,en,article,0,Ergenekon_(organization),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-410,-410,no_geo,en,article,0,Erich_Brandenberger,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-312,-312,no_geo,en,article,0,Erich_Ribbeck,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-274,-274,no_geo,en,article,0,Eric_Arturo_Delvalle,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-241,-241,no_geo,en,article,0,Eric_Freeman_(actor),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-333,-333,no_geo,en,article,0,Eric_Stonestreet,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-345,-345,no_geo,en,article,0,Erigone_(daughter_of_Icarius),1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-231,-231,no_geo,en,article,0,Erik_Laxmann,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-210,-210,no_geo,en,article,0,Erik_von_Detten,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-309,-309,no_geo,en,article,0,Ernakulam,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-207,-207,no_geo,en,article,0,Ernesto_Prinoth,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-631,-631,no_geo,en,article,0,"Ernest_II,_Duke_of_Saxe-Coburg_and_Gotha",1,2013-02-26T00:00:00.000Z,0,Addbot
27,1,1,0,27,known,en,article,0,Ernie_Haase_&_Signature_Sound,0,2013-02-26T00:00:00.000Z,0,99.229.178.252
0,0,1,-565,-565,no_geo,en,article,0,"Ernst_Gunther,_Duke_of_Schleswig-Holstein",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-481,-481,no_geo,en,article,0,Ernst_Rüdiger_von_Starhemberg,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-168,-168,no_geo,en,article,0,"Esbon,_Kansas",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-201,-201,no_geo,en,article,0,Escárcega,1,2013-02-26T00:00:00.000Z,0,Addbot
7175,0,1,0,7175,no_geo,es,article,1,Escuela_de_la_Concordia,0,2013-02-26T00:00:00.000Z,1,Hflopez2000
0,0,1,-195,-195,no_geo,en,article,0,Eskifjörður,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-350,-350,no_geo,en,article,0,"Española,_New_Mexico",1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-290,-290,no_geo,en,article,0,Esperanza_Aguirre,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-204,-204,no_geo,en,article,0,Esplanadi,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-199,-199,no_geo,en,article,0,Essertes,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-471,-471,no_geo,en,article,0,Estadio_Nueva_Condomina,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,2,-418,-418,no_geo,en,article,0,Estancia,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-246,-246,no_geo,en,article,0,Estelí,1,2013-02-26T00:00:00.000Z,0,Addbot
0,0,1,-283,-283,no_geo,en,article,0,Esther_Vergeer,1,2013-02-26T00:00:00.000Z,0,Addbot
