happy,year,age,sex,marital,degree,finrela,health,wtssall
not too happy,1993,40,male,married,graduate,above average,NA,1.0571
pretty happy,1993,45,female,divorced,bachelor,average,good,0.5285
not too happy,1993,26,female,married,high school,above average,NA,1.0571
pretty happy,1993,84,female,widowed,high school,average,NA,0.5285
very happy,1993,46,female,never married,graduate,average,good,0.5285
very happy,1993,32,female,never married,graduate,far below average,good,0.5285
not too happy,1993,36,male,never married,bachelor,above average,good,0.5285
very happy,1993,21,female,never married,high school,average,excellent,1.0571
not too happy,1993,30,female,never married,high school,above average,excellent,0.5285
pretty happy,1993,23,female,never married,high school,average,good,0.5285
very happy,1993,51,female,divorced,high school,below average,excellent,0.5285
very happy,1993,82,male,married,high school,average,NA,1.0571
pretty happy,1993,40,male,married,graduate,far below average,fair,1.0571
pretty happy,1993,51,male,married,bachelor,above average,NA,1.0571
very happy,1993,54,female,married,bachelor,above average,excellent,1.0571
very happy,1993,61,female,married,high school,above average,good,1.0571
very happy,1993,27,male,married,bachelor,below average,excellent,1.0571
not too happy,1993,55,female,widowed,lt high school,above average,NA,0.5285
very happy,1993,33,male,married,high school,far below average,excellent,1.0571
pretty happy,1993,61,female,married,lt high school,below average,good,1.0571
pretty happy,1993,38,female,divorced,high school,below average,NA,0.5285
very happy,1993,36,female,married,high school,average,NA,1.0571
pretty happy,1993,50,female,divorced,high school,below average,good,0.5285
very happy,1993,67,female,divorced,lt high school,below average,NA,0.5285
pretty happy,1993,81,female,widowed,high school,average,good,0.5285
very happy,1993,50,female,married,bachelor,below average,excellent,2.1142
very happy,1993,63,male,married,bachelor,average,excellent,1.5856
pretty happy,1993,43,female,married,graduate,average,excellent,1.0571
pretty happy,1993,39,female,married,bachelor,below average,excellent,1.0571
very happy,1993,47,male,married,high school,below average,good,1.0571
very happy,1993,44,female,divorced,junior college,NA,excellent,1.5856
pretty happy,1993,28,male,never married,high school,average,NA,1.0571
very happy,1993,32,female,separated,high school,average,good,0.5285
pretty happy,1993,20,male,never married,high school,below average,good,1.0571
pretty happy,1993,50,male,married,high school,average,good,1.0571
pretty happy,1993,31,female,married,high school,above average,NA,1.0571
pretty happy,1993,49,female,married,bachelor,above average,excellent,1.0571
pretty happy,1993,62,female,widowed,high school,average,good,0.5285
very happy,1993,66,male,married,lt high school,average,excellent,1.0571
pretty happy,1993,29,male,never married,junior college,average,good,0.5285
pretty happy,1993,30,male,divorced,high school,below average,NA,1.0571
very happy,1993,34,male,never married,junior college,average,excellent,1.0571
pretty happy,1993,63,female,married,high school,average,good,1.0571
pretty happy,1993,43,female,divorced,bachelor,above average,NA,0.5285
very happy,1993,55,female,married,high school,average,NA,2.1142
not too happy,1993,39,female,married,high school,average,fair,1.0571
pretty happy,1993,36,male,never married,high school,below average,NA,1.0571
pretty happy,1993,77,female,widowed,bachelor,below average,NA,0.5285
pretty happy,1993,39,male,divorced,high school,average,NA,0.5285
pretty happy,1993,28,female,never married,bachelor,average,good,1.5856
very happy,1993,23,male,never married,high school,below average,NA,1.5856
pretty happy,1993,21,male,never married,high school,above average,poor,2.1142
very happy,1993,63,male,married,high school,average,excellent,1.5856
pretty happy,1993,46,female,married,high school,average,excellent,1.5856
pretty happy,1993,42,male,never married,graduate,average,NA,0.5285
pretty happy,1993,39,female,married,graduate,above average,excellent,1.0571
pretty happy,1993,77,female,divorced,high school,average,NA,0.5285
pretty happy,1993,46,male,married,junior college,average,good,1.0571
very happy,1993,28,female,married,high school,average,good,1.0571
pretty happy,1993,87,male,widowed,lt high school,average,NA,0.5285
very happy,1993,76,female,never married,high school,average,good,0.5285
not too happy,1993,84,female,widowed,bachelor,average,good,0.5285
very happy,1993,49,male,married,bachelor,above average,good,1.0571
pretty happy,1993,31,female,married,bachelor,average,NA,1.0571
pretty happy,1993,56,female,divorced,graduate,average,excellent,0.5285
pretty happy,1993,28,male,divorced,high school,below average,good,1.5856
pretty happy,1993,30,female,married,high school,average,good,1.0571
pretty happy,1993,24,male,married,high school,below average,excellent,0.5285
pretty happy,1993,37,female,married,graduate,above average,excellent,1.0571
pretty happy,1993,48,female,widowed,high school,average,NA,1.0571
pretty happy,1993,45,male,married,high school,average,good,1.5856
not too happy,1993,77,female,widowed,high school,average,good,0.5285
very happy,1993,73,female,married,graduate,above average,excellent,1.0571
not too happy,1993,65,female,widowed,high school,above average,good,0.5285
pretty happy,1993,74,male,married,high school,above average,fair,1.0571
pretty happy,1993,22,female,never married,junior college,above average,good,1.5856
pretty happy,1993,19,male,never married,lt high school,above average,excellent,2.6427
pretty happy,1993,49,male,married,junior college,above average,NA,1.0571
pretty happy,1993,40,female,married,high school,above average,excellent,1.0571
not too happy,1993,74,female,widowed,high school,below average,NA,0.5285
very happy,1993,89,female,widowed,high school,average,NA,0.5285
pretty happy,1993,36,male,divorced,lt high school,average,good,1.0571
pretty happy,1993,35,male,divorced,high school,below average,excellent,1.0571
pretty happy,1993,36,female,divorced,high school,below average,fair,1.0571
not too happy,1993,37,female,divorced,high school,below average,good,1.0571
very happy,1993,53,female,divorced,high school,below average,fair,0.5285
pretty happy,1993,74,male,divorced,high school,average,good,0.5285
pretty happy,1993,55,male,divorced,junior college,average,fair,0.5285
pretty happy,1993,39,male,married,bachelor,average,excellent,1.0571
not too happy,1993,89,female,widowed,lt high school,average,fair,0.5285
pretty happy,1993,74,female,widowed,lt high school,NA,NA,0.5285
very happy,1993,89,male,married,high school,average,NA,1.0571
pretty happy,1993,72,male,married,high school,average,excellent,1.0571
pretty happy,1993,52,female,married,bachelor,average,NA,1.5856
pretty happy,1993,38,female,married,high school,average,NA,1.0571
very happy,1993,52,male,married,junior college,above average,NA,1.0571
pretty happy,1993,76,male,married,lt high school,below average,NA,1.5856
pretty happy,1993,58,female,married,high school,below average,fair,1.0571
very happy,1993,70,male,married,high school,below average,NA,1.0571
not too happy,1993,43,male,divorced,high school,below average,NA,2.1142
pretty happy,1993,24,male,never married,high school,far below average,NA,1.5856
pretty happy,1993,74,female,divorced,high school,below average,good,0.5285
pretty happy,1993,56,female,divorced,lt high school,below average,good,0.5285
pretty happy,1993,73,female,widowed,lt high school,below average,fair,0.5285
pretty happy,1993,39,male,married,high school,far below average,good,1.5856
very happy,1993,87,male,married,high school,below average,fair,1.0571
pretty happy,1993,38,male,divorced,junior college,average,NA,0.5285
pretty happy,1993,28,female,married,junior college,average,good,1.0571
very happy,1993,40,male,married,junior college,below average,NA,1.0571
pretty happy,1993,24,male,never married,lt high school,below average,poor,0.5285
pretty happy,1993,49,male,married,lt high school,above average,good,1.5856
very happy,1993,42,female,married,high school,below average,NA,1.0571
very happy,1993,64,male,married,lt high school,below average,fair,1.0571
pretty happy,1993,63,female,married,lt high school,below average,good,1.0571
pretty happy,1993,58,female,divorced,lt high school,below average,NA,1.0571
very happy,1993,59,female,married,high school,below average,good,1.0571
pretty happy,1993,47,male,married,high school,far below average,NA,1.0571
pretty happy,1993,88,female,widowed,lt high school,NA,poor,0.5285
not too happy,1993,82,male,widowed,high school,below average,poor,0.5285
very happy,1993,87,male,widowed,high school,NA,good,0.5285
very happy,1993,75,male,married,high school,average,excellent,1.0571
pretty happy,1993,43,male,divorced,high school,average,good,1.5856
very happy,1993,35,female,married,high school,average,good,1.0571
pretty happy,1993,35,male,married,high school,above average,NA,1.0571
very happy,1993,20,female,never married,high school,average,good,1.5856
pretty happy,1993,37,male,married,junior college,average,fair,1.0571
pretty happy,1993,24,female,never married,high school,below average,good,1.5856
very happy,1993,62,female,married,lt high school,average,fair,1.0571
very happy,1993,28,female,married,bachelor,average,good,1.0571
very happy,1993,51,female,married,high school,average,good,1.0571
very happy,1993,44,female,married,high school,average,NA,1.0571
pretty happy,1993,36,male,divorced,high school,below average,fair,0.5285
pretty happy,1993,77,female,widowed,high school,average,excellent,0.5285
very happy,1993,44,male,married,bachelor,average,NA,1.5856
pretty happy,1993,73,male,widowed,high school,below average,fair,0.5285
very happy,1993,28,male,divorced,bachelor,average,excellent,1.0571
pretty happy,1993,51,male,married,high school,average,excellent,1.0571
very happy,1993,37,female,married,high school,average,NA,1.0571
pretty happy,1993,64,male,married,lt high school,average,NA,1.0571
pretty happy,1993,74,female,widowed,high school,below average,NA,0.5285
not too happy,1993,57,male,married,lt high school,far below average,NA,1.0571
very happy,1993,69,female,married,high school,average,good,1.0571
pretty happy,1993,33,male,divorced,lt high school,below average,NA,1.0571
very happy,1993,56,female,married,lt high school,average,NA,1.0571
pretty happy,1993,40,female,divorced,high school,average,good,1.0571
pretty happy,1993,47,female,married,high school,average,good,1.0571
pretty happy,1993,34,male,divorced,lt high school,below average,NA,1.0571
pretty happy,1993,47,male,married,high school,average,poor,1.5856
pretty happy,1993,87,male,widowed,lt high school,far below average,poor,0.5285
not too happy,1993,60,male,divorced,high school,average,poor,1.0571
pretty happy,1993,70,female,widowed,lt high school,average,NA,0.5285
pretty happy,1993,43,male,married,high school,average,NA,1.0571
